country,port,year,month,price_euro_kg,volume_sold_kg,wind_m_s
France,FR - Saint Quay Portrieux,2016,6,1.3200001,108,3.528244437
France,FR - Saint Quay Portrieux,2016,1,0.89999998,4,6.568914434
France,FR - Saint Quay Portrieux,2018,1,1.5,13,6.298690585
France,FR - Saint Quay Portrieux,2013,3,1.01,81,4.519145132
France,FR - Saint Quay Portrieux,2016,8,1.97,37,3.680191145
France,FR - Saint Quay Portrieux,2013,6,1.6799999,122,3.98717532
France,FR - Saint Quay Portrieux,2017,12,1.96,12,5.385199433
France,FR - Saint Quay Portrieux,2015,6,2.0699999,3,4.408027921
France,FR - Saint-Gilles-Croix-de-Vie,2015,9,0.38,657449,6.517051152
France,FR - Saint-Gilles-Croix-de-Vie,2017,9,1.41,51383,5.163756541
France,FR - Saint-Gilles-Croix-de-Vie,2017,4,1.74,74176,5.790265119
France,FR - Saint-Gilles-Croix-de-Vie,2017,2,0.68000001,6421,6.912248995
France,FR - Saint-Gilles-Croix-de-Vie,2015,5,1.24,96707,6.196017242
France,FR - Saint-Gilles-Croix-de-Vie,2013,12,1.33,1278,7.752011981
France,FR - Saint-Gilles-Croix-de-Vie,2015,7,0.88,175575,4.961063412
France,FR - Saint-Gilles-Croix-de-Vie,2017,11,1.21,5188,6.282498507
France,FR - Saint-Gilles-Croix-de-Vie,2017,10,1.3200001,42258,5.195060302
France,FR - Saint-Gilles-Croix-de-Vie,2018,9,1.28,58504,5.071039995
France,FR - Saint-Gilles-Croix-de-Vie,2016,7,1.4299999,124727,4.68719232
France,FR - Saint-Gilles-Croix-de-Vie,2017,12,1.3,150,7.025881514
France,FR - Saint-Gilles-Croix-de-Vie,2019,6,1.61,69409,5.154261513
France,FR - Saint-Gilles-Croix-de-Vie,2016,4,1.23,27927,5.722983349
France,FR - Saint-Gilles-Croix-de-Vie,2018,10,1.24,23980,6.119387258
France,FR - Saint-Gilles-Croix-de-Vie,2016,8,1.54,136348,4.40224917
France,FR - Saint-Gilles-Croix-de-Vie,2015,1,2.4200001,3,7.117314081
France,FR - Saint-Gilles-Croix-de-Vie,2018,1,0.66000003,1773,8.180147672
France,FR - Saint-Gilles-Croix-de-Vie,2016,11,1.24,2843,7.193769805
France,FR - Saint-Gilles-Croix-de-Vie,2013,10,0.36000001,56068,6.115496893
France,FR - Saint-Gilles-Croix-de-Vie,2015,8,0.47,633690,4.805041985
France,FR - Saint-Gilles-Croix-de-Vie,2019,3,1.33,21097,6.83014113
France,FR - Saint-Gilles-Croix-de-Vie,2015,10,0.34999999,98803,6.556042107
France,FR - Saint-Gilles-Croix-de-Vie,2018,2,1.35,2075,7.666141695
France,FR - Saint-Gilles-Croix-de-Vie,2016,6,1.4400001,79717,5.226273024
France,FR - Saint-Gilles-Croix-de-Vie,2015,2,1.36,12673,7.914447069
France,FR - Saint-Gilles-Croix-de-Vie,2014,9,0.41999999,452106,4.464378615
France,FR - Saint-Gilles-Croix-de-Vie,2016,3,1.3099999,12534,7.416265487
France,FR - Saint-Gilles-Croix-de-Vie,2019,4,1.3099999,71454,5.437711635
France,FR - Saint-Gilles-Croix-de-Vie,2016,10,1.27,11965,5.300222043
France,FR - Saint-Gilles-Croix-de-Vie,2017,7,1.59,108883,5.386748304
France,FR - Saint-Gilles-Croix-de-Vie,2018,11,1.27,5523,6.420981894
France,FR - Saint-Gilles-Croix-de-Vie,2017,6,1.74,102774,5.146665188
France,FR - Saint-Gilles-Croix-de-Vie,2014,10,0.36000001,337152,5.281654299
France,FR - Saint-Gilles-Croix-de-Vie,2016,9,1.5700001,52807,4.23492889
France,FR - Saint-Gilles-Croix-de-Vie,2013,9,0.36000001,1063868,4.739465581
France,FR - Saint-Gilles-Croix-de-Vie,2018,8,1.71,116388,4.54749472
France,FR - Saint-Gilles-Croix-de-Vie,2018,4,1.58,90547,5.042005791
France,FR - Saint-Gilles-Croix-de-Vie,2017,8,1.62,133560,4.674192373
France,FR - Saint-Gilles-Croix-de-Vie,2018,7,1.62,126715,4.439825481
France,FR - Saint-Gilles-Croix-de-Vie,2013,2,1.4299999,2568,6.662214423
France,FR - Saint-Gilles-Croix-de-Vie,2013,6,0.56,380982,4.821878273
France,FR - Saint-Gilles-Croix-de-Vie,2014,1,1.3200001,7243,8.811100816
France,FR - Saint-Gilles-Croix-de-Vie,2014,6,0.85000002,149999,4.824063252
France,FR - Saint-Gilles-Croix-de-Vie,2019,2,1.17,9106,5.745674129
France,FR - Saint-Gilles-Croix-de-Vie,2014,5,0.97000003,135120,6.011281087
France,FR - Saint-Gilles-Croix-de-Vie,2019,5,1.5700001,71186,5.541296965
France,FR - Saint-Gilles-Croix-de-Vie,2013,7,0.58999997,398983,4.563747843
France,FR - Saint-Gilles-Croix-de-Vie,2014,8,0.49000001,564792,4.919523683
France,FR - Saint-Gilles-Croix-de-Vie,2014,4,1.24,73201,5.771987472
France,FR - Saint-Gilles-Croix-de-Vie,2013,8,0.63999999,291412,4.473878556
France,FR - Saint-Gilles-Croix-de-Vie,2017,3,1.17,18468,6.233878983
France,FR - Saint-Gilles-Croix-de-Vie,2013,4,1.62,52493,6.270733842
France,FR - Saint-Gilles-Croix-de-Vie,2014,11,0.37,54563,7.324074473
France,FR - Saint-Gilles-Croix-de-Vie,2018,6,1.65,100505,4.814010379
France,FR - Saint-Gilles-Croix-de-Vie,2014,2,0.33000001,4420,10.31509822
France,FR - Saint-Gilles-Croix-de-Vie,2015,6,0.69,231140,5.139724099
France,FR - Saint-Gilles-Croix-de-Vie,2015,11,0.34999999,105014,7.012209962
France,FR - Saint-Gilles-Croix-de-Vie,2015,3,1.4,34430,6.301398123
France,FR - Saint-Gilles-Croix-de-Vie,2017,5,1.8099999,83249,5.448468531
France,FR - Saint-Gilles-Croix-de-Vie,2013,3,1.59,27367,6.506505334
France,FR - Saint-Gilles-Croix-de-Vie,2018,3,0.94,11737,7.757358515
France,FR - Saint-Gilles-Croix-de-Vie,2015,4,1.41,96964,5.294172022
France,FR - Saint-Gilles-Croix-de-Vie,2014,7,0.52999997,472950,4.810547956
France,FR - Saint-Gilles-Croix-de-Vie,2014,3,2.27,33683,5.999798198
France,FR - Saint-Gilles-Croix-de-Vie,2016,1,1.5599999,3574,8.732353634
France,FR - Saint-Gilles-Croix-de-Vie,2013,5,1.05,149440,5.528952146
France,FR - Saint-Gilles-Croix-de-Vie,2017,1,1.04,6850,6.414137413
France,FR - Saint-Gilles-Croix-de-Vie,2018,5,1.76,108300,9.608147919
France,FR - Saint-Gilles-Croix-de-Vie,2016,2,1.3,3844,8.023123126
France,FR - Saint-Gilles-Croix-de-Vie,2016,5,1.59,59012,5.549489493
France,FR - Saint-Gilles-Croix-de-Vie,2019,1,1,1989,6.059976237
France,FR - Saint-Guenole (Penmarch),2017,2,0.60000002,8000,8.990250624
France,FR - Saint-Guenole (Penmarch),2017,11,0.69999999,32095,7.517526539
France,FR - Saint-Guenole (Penmarch),2013,11,1.12,15230,9.499995323
France,FR - Saint-Guenole (Penmarch),2016,2,0.63,81677,10.07655905
France,FR - Saint-Guenole (Penmarch),2016,6,0.79000002,1019563,5.526529671
France,FR - Saint-Guenole (Penmarch),2018,12,0.74000001,5816,8.760208252
France,FR - Saint-Guenole (Penmarch),2017,1,0.60000002,1560,7.585142407
France,FR - Saint-Guenole (Penmarch),2013,12,0.75999999,19973,8.953933886
France,FR - Saint-Guenole (Penmarch),2014,7,0.69,1435942,5.700694944
France,FR - Saint-Guenole (Penmarch),2019,5,0.98000002,634747,6.30676838
France,FR - Saint-Guenole (Penmarch),2014,3,1.79,21778,6.993912925
France,FR - Saint-Guenole (Penmarch),2016,11,0.85000002,252995,8.696757095
France,FR - Saint-Guenole (Penmarch),2015,5,1.27,68344,7.057788681
France,FR - Saint-Guenole (Penmarch),2018,5,1.08,412550,9.837724918
France,FR - Saint-Guenole (Penmarch),2017,7,0.93000001,446028,6.689574254
France,FR - Saint-Guenole (Penmarch),2013,5,0.94,158351,7.524293156
France,FR - Saint-Guenole (Penmarch),2019,4,1.13,400801,6.840488082
France,FR - Saint-Guenole (Penmarch),2017,10,0.88,883267,6.233121329
France,FR - Saint-Guenole (Penmarch),2017,6,0.79000002,851595,5.704846126
France,FR - Saint-Guenole (Penmarch),2017,9,0.79000002,470604,7.188314647
France,FR - Saint-Guenole (Penmarch),2015,10,0.69999999,809126,7.652350542
France,FR - Saint-Guenole (Penmarch),2018,10,0.70999998,1729572,7.046139927
France,FR - Saint-Guenole (Penmarch),2018,8,1.11,62589,4.844495914
France,FR - Saint-Guenole (Penmarch),2019,6,0.75,881414,5.810741716
France,FR - Saint-Guenole (Penmarch),2017,3,0.88999999,13600,8.405020561
France,FR - Saint-Guenole (Penmarch),2016,7,1.21,513513,5.255738348
France,FR - Saint-Guenole (Penmarch),2016,9,1.12,354906,5.534386469
France,FR - Saint-Guenole (Penmarch),2014,10,0.67000002,204415,6.958341703
France,FR - Saint-Guenole (Penmarch),2016,1,0.72000003,3,10.61726674
France,FR - Saint-Guenole (Penmarch),2014,5,0.69999999,213128,6.389987366
France,FR - Saint-Guenole (Penmarch),2019,2,0.66000003,1550,7.268140541
France,FR - Saint-Guenole (Penmarch),2014,9,0.69,1111416,4.652483316
France,FR - Saint-Guenole (Penmarch),2018,6,0.83999997,601543,5.349130038
France,FR - Saint-Guenole (Penmarch),2018,7,0.83999997,395256,5.109616532
France,FR - Saint-Guenole (Penmarch),2017,5,0.99000001,403066,6.322391296
France,FR - Saint-Guenole (Penmarch),2015,4,1.1900001,208603,6.682555062
France,FR - Saint-Guenole (Penmarch),2017,4,1.49,215163,6.012280903
France,FR - Saint-Guenole (Penmarch),2017,8,0.94,250122,5.421546084
France,FR - Saint-Guenole (Penmarch),2015,12,0.68000001,24298,9.510010992
France,FR - Saint-Guenole (Penmarch),2015,2,1.17,109252,9.488159796
France,FR - Saint-Guenole (Penmarch),2013,6,0.72000003,1050186,6.468606148
France,FR - Saint-Guenole (Penmarch),2016,5,0.68000001,707986,5.670659283
France,FR - Saint-Guenole (Penmarch),2015,11,0.70999998,277865,8.980617411
France,FR - Saint-Guenole (Penmarch),2016,4,0.66000003,285567,7.114877778
France,FR - Saint-Guenole (Penmarch),2018,3,0.64999998,7750,9.260704079
France,FR - Saint-Guenole (Penmarch),2013,10,0.66000003,456204,7.972055122
France,FR - Saint-Guenole (Penmarch),2019,3,0.93000001,95391,8.60230225
France,FR - Saint-Guenole (Penmarch),2016,12,0.56999999,12650,6.452505804
France,FR - Saint-Guenole (Penmarch),2015,3,1.03,59691,7.957015525
France,FR - Saint-Guenole (Penmarch),2016,8,1.3200001,371324,5.697714945
France,FR - Saint-Guenole (Penmarch),2013,3,0.49000001,500,8.530274678
France,FR - Saint-Guenole (Penmarch),2014,6,0.81,983726,5.860394304
France,FR - Saint-Guenole (Penmarch),2015,7,0.77999997,780434,5.847800699
France,FR - Saint-Guenole (Penmarch),2013,9,0.67000002,735600,6.107763019
France,FR - Saint-Guenole (Penmarch),2016,3,0.64999998,2850,9.281734076
France,FR - Saint-Guenole (Penmarch),2018,4,1.3,222485,6.430700053
France,FR - Saint-Guenole (Penmarch),2016,10,0.88999999,535302,6.554119538
France,FR - Saint-Guenole (Penmarch),2013,7,0.74000001,1190342,5.761915295
France,FR - Saint-Guenole (Penmarch),2018,11,0.68000001,251177,8.638311634
France,FR - Saint-Guenole (Penmarch),2014,8,0.70999998,736036,6.165814202
France,FR - Saint-Guenole (Penmarch),2013,4,2.78,2624,8.941720571
France,FR - Saint-Guenole (Penmarch),2013,8,0.66000003,1115950,5.568251176
France,FR - Saint-Guenole (Penmarch),2018,9,0.81,711466,6.076462961
France,FR - Saint-Guenole (Penmarch),2014,4,0.92000002,114606,6.902771612
France,FR - Saint-Guenole (Penmarch),2015,6,0.72000003,583049,5.561646626
France,FR - Saint-Guenole (Penmarch),2015,8,0.72000003,768607,5.409185789
France,FR - Saint-Guenole (Penmarch),2015,9,0.70999998,475040,6.911821565
France,FR - Saint-Guenole (Penmarch),2015,1,0.72000003,19214,8.918903567
France,FR - Sete,2015,6,1.0700001,9,4.178406557
France,FR - Sete,2014,5,0.95999998,246,6.367701356
France,FR - Sete,2013,4,2.1099999,1613,4.761657145
France,FR - Sete,2013,6,2.4300001,512,5.764011371
France,FR - Sete,2017,4,1.34,81,5.235539853
France,FR - Sete,2017,6,0.70999998,34,3.941129407
France,FR - Sete,2014,10,0.77999997,624,4.148471219
France,FR - Sete,2015,2,1.14,53,6.364458985
France,FR - Sete,2018,4,1.16,141,4.664003087
France,FR - Sete,2018,12,0.79000002,52,4.444574071
France,FR - Sete,2018,11,1.52,74,4.956350145
France,FR - Sete,2015,5,1.38,324,5.623961442
France,FR - Sete,2017,3,1.63,209,5.031340551
France,FR - Sete,2017,10,0.92000002,122,4.965497225
France,FR - Sete,2014,2,2.27,982,5.759929248
France,FR - Sete,2016,11,1.39,59,5.067976697
France,FR - Sete,2019,3,1.17,116,5.392998572
France,FR - Sete,2016,8,0.83999997,161,4.158308717
France,FR - Sete,2014,7,0.47,395,6.073222474
France,FR - Sete,2018,3,1.09,122,6.068042451
France,FR - Sete,2014,6,2.1400001,27,4.977972879
France,FR - Sete,2018,5,0.80000001,23,10.21773684
France,FR - Sete,2016,9,0.88999999,123,4.451196885
France,FR - Sete,2018,7,1.08,18,3.850204908
France,FR - Sete,2013,10,1.09,95,5.45075396
France,FR - Sete,2013,2,2.3399999,1905,6.222514119
France,FR - Sete,2016,7,0.99000001,433,4.523682907
France,FR - Sete,2015,1,1.62,637,6.526747468
France,FR - Sete,2019,6,1.49,9,3.853152583
France,FR - Sete,2015,10,0.76999998,54,4.410261962
France,FR - Sete,2016,2,1.7,1956,5.998811081
France,FR - Sete,2019,1,0.54000002,29,7.500758393
France,FR - Sete,2015,3,1.54,149,5.757883027
France,FR - Sete,2015,7,0.89999998,115,4.496525685
France,FR - Sete,2014,3,1.33,14630,5.87557113
France,FR - Sete,2013,12,2.26,551,5.232471973
France,FR - Sete,2017,9,1.15,112,4.941898074
France,FR - Sete,2019,5,1.1,36,6.294242036
France,FR - Sete,2014,9,0.82999998,468,3.934442345
France,FR - Sete,2018,1,0.99000001,86,6.207765883
France,FR - Sete,2016,6,0.38999999,334,5.066710152
France,FR - Sete,2013,8,0.88,185,4.637433201
France,FR - Sete,2016,1,1.3099999,443,4.043458534
France,FR - Sete,2014,4,1.4299999,279,5.472950811
France,FR - Sete,2017,1,1.01,35,5.710586336
France,FR - Sete,2015,4,1.5,178,4.80148296
France,FR - Sete,2017,8,0.80000001,121,4.28866511
France,FR - Sete,2018,10,0.55000001,48,5.982695727
France,FR - Sete,2014,8,0.66000003,160,4.400196167
France,FR - Sete,2015,11,1.16,43,5.346098024
France,FR - Sete,2016,3,1.09,22,5.784799976
France,FR - Sete,2017,12,1.42,103,6.225675047
France,FR - Sete,2014,12,1.58,8599,7.707922892
France,FR - Sete,2019,2,1.99,123,4.289457007
France,FR - Sete,2014,1,1.64,807,5.893901121
France,FR - Sete,2017,2,1.8,36,5.701680537
France,FR - Sete,2016,12,1.49,57,3.81380871
France,FR - Sete,2018,8,0.36000001,56,4.5532995
France,FR - Sete,2013,3,2.29,1724,6.142965116
France,FR - Sete,2014,11,1.21,144,5.611757458
France,FR - Sete,2017,7,0.81999999,99,5.010353768
France,FR - Sete,2018,6,2.75,9,4.23928396
France,FR - Sete,2016,4,1.4,214,5.667704829
France,FR - Sete,2013,5,1.35,1127,6.544486363
France,FR - Sete,2018,2,0.91000003,41,5.966144157
France,FR - Sete,2015,8,1.03,228,4.093428662
France,FR - Sete,2013,7,0.61000001,11,3.279893872
France,FR - Sete,2015,9,0.91000003,304,4.654811427
France,FR - Sete,2017,5,1.54,32,4.119817563
France,FR - Sete,2016,5,1.22,70,5.96250611
France,FR - Sete,2018,9,0.67000002,76,3.576252719
France,FR - Sete,2013,9,1.03,3447,5.122806094
France,FR - Sete,2015,12,1.39,461,3.04554872
France,FR - Sete,2017,11,1.38,206,6.317335918
France,FR - Sete,2013,1,2.02,6320,7.661814872
France,FR - Sete,2016,10,0.87,159,4.043243434
France,FR - Sete,2019,4,1.2,136,5.205981273
France,FR - Sete,2013,11,1.37,3636,7.742470067
Italy,IT - Ancona,2018,9,0.28,215630,2.647584466
Italy,IT - Ancona,2016,6,0.41,73653.297,2.342311569
Italy,IT - Ancona,2016,11,0.44999999,80239.703,2.675159435
Italy,IT - Ancona,2018,1,0.83999997,143384.8,2.857420754
Italy,IT - Ancona,2016,10,0.46000001,43314,2.474938481
Italy,IT - Ancona,2017,3,0.41,52603.699,3.05413533
Italy,IT - Ancona,2017,4,0.5,33544.801,2.785022956
Italy,IT - Ancona,2013,10,0.28,50688,2.289475347
Italy,IT - Ancona,2015,12,0.31999999,425034.81,1.592850519
Italy,IT - Ancona,2019,3,0.50999999,71325.797,3.2370392
Italy,IT - Ancona,2014,5,0.27000001,62324.699,2.68217325
Italy,IT - Ancona,2017,1,0.5,92275.398,3.147662404
Italy,IT - Ancona,2016,4,0.43000001,88280.898,3.13137024
Italy,IT - Ancona,2019,2,0.50999999,81590.898,3.155048006
Italy,IT - Ancona,2018,4,0.37,56858.301,2.599569019
Italy,IT - Ancona,2014,6,0.28,75750.5,2.550345019
Italy,IT - Ancona,2013,2,0.31,210659.59,2.948864692
Italy,IT - Ancona,2014,8,0.28,172056,2.575921653
Italy,IT - Ancona,2018,6,0.30000001,161907.7,2.954417254
Italy,IT - Ancona,2015,2,0.55000001,295692.81,2.90494216
Italy,IT - Ancona,2015,10,0.51999998,87216,2.872012268
Italy,IT - Ancona,2014,12,1.36,16.799999,3.058798406
Italy,IT - Ancona,2015,11,0.38999999,185211.41,2.325525469
Italy,IT - Ancona,2015,7,0.47999999,269337.91,2.812792168
Italy,IT - Ancona,2017,5,0.34,46016.898,2.592061633
Italy,IT - Ancona,2015,6,0.44,236372,2.589787102
Italy,IT - Ancona,2018,2,0.49000001,153335.7,3.176483984
Italy,IT - Ancona,2017,11,0.47,55709,2.82508605
Italy,IT - Ancona,2013,1,0.31999999,163363.59,3.052747729
Italy,IT - Ancona,2019,5,0.46000001,57337.398,3.095376207
Italy,IT - Ancona,2017,6,0.31,56024.5,2.772251216
Italy,IT - Ancona,2014,4,0.27000001,145832.7,2.806911763
Italy,IT - Ancona,2013,6,0.28,65610.898,2.399877496
Italy,IT - Ancona,2014,11,0.44999999,246774.91,2.17083995
Italy,IT - Ancona,2014,10,0.38999999,133604,2.622126206
Italy,IT - Ancona,2017,2,0.47,59068.898,2.499337047
Italy,IT - Ancona,2014,3,0.27000001,233967.91,3.026700601
Italy,IT - Ancona,2019,6,0.82999998,84,2.693832767
Italy,IT - Ancona,2013,5,0.30000001,149920.3,3.103894207
Italy,IT - Ancona,2016,9,0.23999999,12270,2.475682412
Italy,IT - Ancona,2017,10,0.37,40779.199,2.680887023
Italy,IT - Ancona,2019,1,0.43000001,7.5999999,3.180981242
Italy,IT - Ancona,2013,4,0.31,172827.41,2.740358344
Italy,IT - Ancona,2017,7,0.37,38158.699,3.205017519
Italy,IT - Ancona,2015,8,0.63,193416,2.746987473
Italy,IT - Ancona,2017,9,0.52999997,22373.4,3.238153053
Italy,IT - Ancona,2013,7,0.30000001,82249.5,2.320792869
Italy,IT - Ancona,2016,7,0.34999999,166670,2.483631879
Italy,IT - Ancona,2013,11,0.28,116760,3.555080811
Italy,IT - Ancona,2016,2,0.52999997,106368.7,3.482457264
Italy,IT - Ancona,2015,9,0.47,93775,3.33797588
Italy,IT - Ancona,2018,10,0.43000001,26859,2.833667451
Italy,IT - Ancona,2013,8,0.34999999,397624,2.43409713
Italy,IT - Ancona,2013,3,0.30000001,168621.7,4.367315869
Italy,IT - Ancona,2014,2,0.50999999,181580.59,3.00385697
Italy,IT - Ancona,2018,11,0.44999999,85122.602,2.453501418
Italy,IT - Ancona,2018,5,0.33000001,129981.5,7.247633781
Italy,IT - Ancona,2015,3,0.47,469468.09,3.822337902
Italy,IT - Ancona,2014,1,0.33500001,233672,2.76354723
Italy,IT - Ancona,2015,4,0.44999999,143091.2,3.12098943
Italy,IT - Ancona,2017,8,0.69999999,560,3.229857888
Italy,IT - Ancona,2016,8,0.41999999,90563.797,2.878107009
Italy,IT - Ancona,2016,12,0.41999999,155646.8,2.052851247
Italy,IT - Ancona,2016,3,0.57999998,52196,3.321454622
Italy,IT - Ancona,2013,12,0.31,144340.7,2.458238772
Italy,IT - Ancona,2015,1,0.67000002,388591.91,3.324809435
Italy,IT - Ancona,2017,12,0.68000001,98531.203,3.161000444
Italy,IT - Ancona,2019,4,0.41999999,101727,2.825060398
Italy,IT - Ancona,2015,5,0.47,87306.797,2.939753448
Italy,IT - Ancona,2016,1,0.58999997,109111.1,3.412237106
Italy,IT - Ancona,2018,7,0.25999999,302006,2.960446098
Italy,IT - Ancona,2014,7,0.27000001,109528.5,2.560450313
Italy,IT - Ancona,2018,3,0.60000002,72945.703,3.356306925
Italy,IT - Ancona,2014,9,0.22,42856,2.56633996
Italy,IT - Ancona,2016,5,0.52999997,73681.297,2.888995957
Italy,IT - Anzio,2014,3,0.63,5120.8999,4.417647271
Italy,IT - Anzio,2018,5,0.81999999,492.04999,8.900965751
Italy,IT - Anzio,2015,1,0.69999999,2596,5.90201722
Italy,IT - Anzio,2013,5,2.9100001,192.64999,5.863516646
Italy,IT - Anzio,2013,7,1.09,592.90002,3.613527063
Italy,IT - Anzio,2018,1,0.73000002,1487.25,6.374056955
Italy,IT - Anzio,2018,3,1.0700001,1421.85,6.625901319
Italy,IT - Anzio,2015,7,1.3,394.04999,3.337734917
Italy,IT - Anzio,2014,8,1.0599999,4560.6001,4.208327017
Italy,IT - Anzio,2018,9,1.34,130.35001,3.452996333
Italy,IT - Anzio,2014,1,1.1,529.15002,6.208770879
Italy,IT - Anzio,2013,4,1.8200001,1107,4.439821255
Italy,IT - Anzio,2017,10,1.51,86.5,4.036850215
Italy,IT - Anzio,2015,11,1.38,1057.4,4.495093964
Italy,IT - Anzio,2017,5,1.38,513.04999,4.166639924
Italy,IT - Anzio,2019,5,0.70999998,2798.7,5.343123311
Italy,IT - Anzio,2019,4,0.67000002,3942.25,4.962275349
Italy,IT - Anzio,2018,7,1.4,14.65,4.208698401
Italy,IT - Anzio,2016,7,1.4400001,400.70001,4.065179479
Italy,IT - Anzio,2013,12,1.3,140.5,4.132075943
Italy,IT - Anzio,2019,1,0.63999999,7413.2002,6.540821405
Italy,IT - Anzio,2018,2,0.79000002,1873.05,6.262749494
Italy,IT - Anzio,2017,11,1.24,224.55,5.479685147
Italy,IT - Anzio,2015,8,2.03,1674.3,3.65136684
Italy,IT - Anzio,2016,3,1,2084.3501,5.697599471
Italy,IT - Anzio,2016,4,1.27,902.95001,5.52362252
Italy,IT - Anzio,2016,2,1.08,910.5,7.387336392
Italy,IT - Anzio,2013,10,1.63,77.050003,4.134865547
Italy,IT - Anzio,2019,3,0.60000002,3211.7,4.857373401
Italy,IT - Anzio,2016,1,0.81,718.15002,5.847859409
Italy,IT - Anzio,2015,6,1.52,374.39999,3.54577979
Italy,IT - Anzio,2017,6,1.54,277.20001,3.310873031
Italy,IT - Anzio,2017,8,2.1099999,103.95,4.070522023
Italy,IT - Anzio,2013,1,2.6700001,68.550003,6.409842591
Italy,IT - Anzio,2014,4,0.87,954.5,4.961859201
Italy,IT - Anzio,2013,3,3.03,205.35001,6.597748322
Italy,IT - Anzio,2015,2,0.72000003,3051.45,6.386921988
Italy,IT - Anzio,2019,6,0.83999997,441.45001,3.85004965
Italy,IT - Anzio,2017,1,0.69999999,3215.75,6.817852023
Italy,IT - Anzio,2015,12,1.1799999,534.59998,3.142157153
Italy,IT - Anzio,2015,5,1.22,702.5,4.625502841
Italy,IT - Anzio,2018,4,0.75999999,1750.15,4.49928103
Italy,IT - Anzio,2018,11,1.02,159.35001,5.97653686
Italy,IT - Anzio,2016,12,1.04,217.85001,4.996438721
Italy,IT - Anzio,2016,8,1.51,226.60001,3.617963088
Italy,IT - Anzio,2014,5,1.42,344.5,4.494969193
Italy,IT - Anzio,2018,12,1.22,254.35001,5.777911889
Italy,IT - Anzio,2015,3,0.72000003,4449.1499,6.432982362
Italy,IT - Anzio,2016,6,1.1,751.59998,4.270786368
Italy,IT - Anzio,2014,6,1.29,666.20001,4.058308525
Italy,IT - Anzio,2015,9,1.5700001,2211.24,4.736365851
Italy,IT - Anzio,2014,7,1.38,1104.4,4.920685752
Italy,IT - Anzio,2017,12,0.94,848.04999,6.876001937
Italy,IT - Anzio,2017,9,1.59,134.05,4.602253222
Italy,IT - Anzio,2013,9,1.24,1539.05,4.229087626
Italy,IT - Anzio,2016,11,1.22,77.599998,6.392098006
Italy,IT - Anzio,2013,2,1.46,892,5.892031355
Italy,IT - Anzio,2017,4,1.1799999,967.95001,4.685131721
Italy,IT - Anzio,2016,10,1.29,90.75,5.095402693
Italy,IT - Anzio,2016,9,1.73,338.35001,3.980042595
Italy,IT - Anzio,2014,11,0.73000002,3182.45,5.988052724
Italy,IT - Anzio,2017,7,1.35,199,4.117916527
Italy,IT - Anzio,2018,8,1.33,871.70001,3.565634995
Italy,IT - Anzio,2013,8,1.1799999,1252.85,3.889233765
Italy,IT - Anzio,2017,2,0.69999999,4170.4502,5.576373319
Italy,IT - Anzio,2019,2,0.63,4560.9502,5.114988837
Italy,IT - Anzio,2018,6,2.26,17.049999,4.304824308
Italy,IT - Anzio,2014,10,1.05,1141.75,4.572946111
Italy,IT - Anzio,2013,11,1.79,51.799999,6.652542728
Italy,IT - Anzio,2015,10,1.12,411.89999,5.349470307
Italy,IT - Anzio,2015,4,0.94,1052.25,4.827882138
Italy,IT - Anzio,2018,10,0.91000003,311.20001,5.714729001
Italy,IT - Anzio,2014,2,0.63999999,7238.5698,6.014344336
Italy,IT - Anzio,2014,9,1.01,4113.4502,4.435532878
Italy,IT - Anzio,2013,6,1.04,1124.75,4.392068044
Italy,IT - Anzio,2017,3,0.80000001,2897.6499,5.724068381
Italy,IT - Anzio,2016,5,1.4,811.90002,5.218515928
Italy,IT - Anzio,2014,12,0.81,2426.6001,5.542654879
Italy,IT - Caorle,2018,1,2.6600001,1194,3.103323965
Italy,IT - Caorle,2015,1,2.01,6923,2.710816789
Italy,IT - Caorle,2014,5,0.83999997,7315.7798,2.694419327
Italy,IT - Caorle,2017,12,2.1800001,656,3.304958718
Italy,IT - Caorle,2016,2,2.3399999,3188,3.892797685
Italy,IT - Caorle,2019,6,1.38,3321.5,2.820387819
Italy,IT - Caorle,2015,5,0.86000001,10578,3.742800521
Italy,IT - Caorle,2015,10,0.75,4295,3.690491279
Italy,IT - Caorle,2015,3,1.39,10514,4.079724322
Italy,IT - Caorle,2017,5,1.1,7195,2.908771611
Italy,IT - Caorle,2014,3,1.08,4446,3.249353581
Italy,IT - Caorle,2013,4,1.58,3494.5,2.874019089
Italy,IT - Caorle,2019,3,2.3099999,2499,3.442525374
Italy,IT - Caorle,2014,11,1.21,538,2.91474124
Italy,IT - Caorle,2015,4,0.95999998,10917,3.404045866
Italy,IT - Caorle,2013,5,1.6,4947,3.415472539
Italy,IT - Caorle,2016,9,1.51,1389,2.77410129
Italy,IT - Caorle,2018,7,1.41,2064,2.669861366
Italy,IT - Caorle,2018,9,1.62,678,2.970491414
Italy,IT - Caorle,2013,12,1.28,1549,2.833368145
Italy,IT - Caorle,2015,9,1.16,1404,3.892546492
Italy,IT - Caorle,2014,4,0.87,5140.7202,2.782853915
Italy,IT - Caorle,2016,10,0.69999999,2430,3.363213655
Italy,IT - Caorle,2016,7,2.1700001,879,2.75342565
Italy,IT - Caorle,2019,2,3.26,2252.8,2.793282171
Italy,IT - Caorle,2019,4,1.74,2998.6001,3.611623954
